academicyear,athleticstatus,countryoforigin,countryofresidence,disability,dob,gender,major,primarylanguage,university,dropout,study_hours,gpa
5,1,5,2,10,1740,1,0,1,6125,0.0,6.8,2.52
2,0,7,1,3,7320,0,2,3,693,0.0,8.2,3.2
1,0,4,7,18,1656,1,1,0,2532,0.0,5.4,2.29
2,1,2,2,2,1041,0,0,0,1976,1.0,6.4,2.26
3,1,2,1,20,3123,0,3,2,6888,0.0,7.3,3.08
3,1,6,5,15,3247,1,2,0,5950,0.0,8.3,3.36
0,1,6,3,7,7188,1,2,1,5719,0.0,8.0,2.88
4,0,2,3,5,5425,1,1,3,152,1.0,6.5,2.24
4,1,0,7,15,2397,1,3,4,2139,0.0,6.8,2.5
1,0,1,2,6,7345,1,2,3,2036,0.0,7.8,3.15
5,1,7,0,15,3508,1,1,1,5597,0.0,6.9,2.42
2,1,7,2,17,4837,1,2,1,2630,1.0,7.2,2.28
0,0,1,7,4,7441,1,1,2,2942,0.0,7.6,2.59
0,0,2,3,18,1966,0,1,0,1281,0.0,7.7,2.81
3,0,4,5,7,7192,0,3,2,1112,0.0,7.6,3.19
5,0,3,0,13,5249,0,2,3,5250,1.0,6.5,2.1
1,0,4,6,20,5048,1,1,3,6196,0.0,7.3,2.77
0,1,7,2,3,2308,0,0,2,709,1.0,5.4,2.0
2,1,2,0,1,575,1,2,1,2587,0.0,8.2,3.21
0,0,3,1,10,1014,1,2,3,1722,0.0,7.6,2.94
3,1,6,5,1,5913,0,2,1,1112,0.0,7.4,2.92
2,1,7,0,19,1381,1,2,4,5241,0.0,8.6,3.37
1,0,3,1,6,6092,0,1,2,4127,0.0,6.1,2.51
4,1,3,3,4,181,0,3,2,1871,1.0,6.7,2.14
2,1,1,4,15,452,1,3,3,4979,0.0,6.8,2.77
3,1,4,4,10,7117,1,3,4,4719,0.0,6.3,2.65
1,1,5,1,11,1272,1,1,4,5543,0.0,7.5,2.67
5,0,1,2,6,5187,1,2,2,1627,0.0,7.5,3.24
5,1,7,2,14,4972,1,2,0,6591,1.0,6.9,2.21
1,1,6,2,19,1859,1,2,2,2858,0.0,6.7,2.98
3,0,0,4,11,7417,1,2,2,4668,0.0,6.8,2.41
5,0,0,3,13,5069,0,1,1,6224,0.0,6.6,2.8
5,0,0,5,7,1787,1,0,2,6618,0.0,6.9,3.06
2,1,4,5,3,6790,1,1,3,6461,0.0,6.3,2.42
5,1,4,3,6,7096,1,0,0,4963,0.0,6.9,2.8
3,0,0,1,11,685,0,3,0,6897,0.0,7.2,2.5
0,0,7,3,15,1046,1,1,4,22,0.0,7.0,3.0
0,1,1,3,2,7363,0,0,0,3591,0.0,6.0,2.35
5,1,1,0,4,6401,0,0,2,1766,0.0,7.6,3.15
2,0,4,0,13,2852,1,0,1,4968,0.0,6.6,2.61
4,0,0,0,15,7485,0,1,4,2346,0.0,7.1,2.3
4,1,4,1,13,6116,1,0,1,252,0.0,7.2,2.5
0,0,4,5,1,3140,0,1,0,5929,0.0,5.5,2.12
5,0,2,2,12,6504,0,0,4,4746,0.0,8.6,3.27
3,0,0,3,10,5274,0,2,2,1051,0.0,7.0,3.19
1,0,2,4,16,4935,1,3,1,601,0.0,7.2,3.03
5,0,2,6,10,7016,1,0,3,2895,0.0,7.0,2.53
3,1,4,7,6,3584,1,1,0,5890,0.0,7.9,3.29
0,0,6,3,10,578,0,3,2,3072,0.0,7.5,3.29
4,1,1,1,9,5081,1,1,0,5606,0.0,8.7,3.39
3,0,1,2,10,1216,1,3,3,2704,0.0,6.8,2.8
0,1,0,7,4,4061,0,0,2,3122,0.0,7.4,2.82
2,0,7,2,5,5224,1,2,2,3546,0.0,7.6,3.19
4,0,2,3,5,3895,1,0,3,915,0.0,7.4,2.86
3,0,0,4,16,1578,1,1,0,6380,0.0,7.9,2.92
5,0,2,2,4,3686,0,3,3,4894,1.0,6.6,2.1
3,0,4,3,4,5006,1,2,1,2568,0.0,7.6,2.7
4,0,2,2,16,3145,0,1,3,1047,0.0,9.0,3.02
5,1,6,7,4,1607,1,0,0,354,0.0,6.1,2.41
3,0,4,1,12,7512,0,3,1,2757,0.0,7.4,3.11
2,0,7,3,8,3865,1,2,1,2728,0.0,7.0,2.57
3,1,7,0,8,2972,0,3,3,6603,0.0,8.1,3.28
4,1,5,1,6,336,0,1,0,1891,0.0,7.0,2.48
4,1,2,0,19,2505,1,1,1,4152,1.0,7.8,2.15
3,1,1,6,4,7071,1,2,3,2010,0.0,5.2,2.73
5,0,3,6,6,865,1,0,4,5315,0.0,8.2,3.12
0,1,7,5,7,549,1,1,4,6761,0.0,7.7,2.66
3,0,4,5,3,6203,0,1,0,6947,1.0,7.0,2.2
1,0,0,2,20,6563,1,3,4,974,0.0,7.6,3.32
5,0,5,6,5,1814,0,0,4,5265,0.0,6.4,2.62
0,1,3,0,20,4332,0,1,4,4998,0.0,8.1,3.23
0,1,2,0,7,18,1,1,3,1223,0.0,7.1,3.36
4,1,0,4,18,5840,1,3,0,3361,0.0,6.9,2.68
3,1,6,2,6,552,0,2,2,3990,0.0,8.8,3.38
0,1,6,1,20,2259,1,2,1,998,0.0,6.7,2.83
2,0,2,6,0,5721,1,1,2,4035,0.0,8.5,3.36
3,0,6,3,9,3781,1,1,1,6904,1.0,6.0,2.08
0,1,5,6,17,6908,1,2,2,151,0.0,6.3,2.29
2,1,3,6,5,1156,1,0,4,6549,0.0,6.7,2.44
0,0,7,0,10,6450,1,2,0,6029,0.0,8.0,3.41
3,1,0,4,10,2455,1,3,2,3144,0.0,6.6,2.37
2,0,2,0,0,5180,1,2,1,3579,1.0,6.6,2.25
5,1,4,0,0,6191,0,1,2,6852,0.0,7.6,3.35
5,1,6,4,15,6845,1,3,3,1404,0.0,6.9,2.37
5,0,7,6,18,111,0,2,4,5175,0.0,6.9,2.07
0,0,4,7,9,1479,1,0,1,2328,0.0,7.3,3.3
2,1,2,7,0,6025,0,3,1,4653,0.0,7.0,2.84
4,1,6,5,18,2743,1,2,0,4855,0.0,6.0,2.41
2,1,1,7,4,2164,1,0,4,3092,0.0,8.8,3.35
2,1,1,5,15,1420,1,2,1,1063,0.0,8.2,2.76
0,0,7,2,3,535,0,3,1,3715,1.0,5.9,2.17
2,0,5,2,0,1896,0,0,0,5794,0.0,6.3,2.56
2,1,7,0,0,2760,0,2,3,1754,0.0,7.6,3.37
3,0,1,1,11,4800,1,1,1,6874,0.0,7.2,2.43
5,1,4,6,11,7263,0,2,1,645,0.0,8.5,3.12
3,1,7,4,5,5955,0,3,1,3713,0.0,7.0,2.97
3,0,5,7,2,5574,1,1,2,257,0.0,5.7,2.98
0,0,3,0,4,2006,1,3,0,4932,0.0,6.6,2.54
5,0,1,0,19,2298,0,3,2,1170,0.0,6.6,2.91
1,0,3,0,10,3067,0,0,3,1090,0.0,6.9,2.62
4,1,6,6,13,3079,1,1,4,6675,0.0,7.0,2.57
1,1,6,1,10,6535,0,2,4,5298,0.0,6.6,2.9
2,0,7,7,14,6023,0,3,1,2874,0.0,8.6,2.79
3,1,3,0,6,724,1,0,0,980,0.0,7.3,3.06
5,0,0,2,3,1080,1,3,0,1960,0.0,7.2,2.76
2,1,2,6,12,1846,1,3,4,4600,0.0,6.0,2.11
3,0,7,1,14,6315,1,2,1,4754,0.0,7.4,3.35
1,1,3,7,0,1832,1,2,2,1173,0.0,8.3,3.08
3,0,1,2,3,6069,1,3,2,2316,0.0,5.9,2.07
0,1,2,6,20,6562,1,0,3,2855,0.0,7.8,3.11
0,1,1,7,6,3844,0,0,3,303,0.0,6.6,2.66
5,1,2,2,0,1069,1,3,3,2955,0.0,6.2,2.6
2,0,0,6,6,3857,0,0,1,3935,0.0,7.8,3.23
0,1,2,4,9,5423,0,0,2,6704,0.0,5.8,2.25
3,1,7,2,9,5379,1,1,0,5750,0.0,7.7,3.39
1,0,4,1,12,5619,1,1,3,1378,0.0,8.3,3.36
1,0,1,7,6,4436,1,2,1,6402,0.0,7.8,2.98
3,0,5,1,12,2434,0,0,4,102,0.0,7.2,3.14
3,0,4,0,11,2836,1,2,3,2104,0.0,7.8,3.34
2,0,3,1,2,4622,1,3,0,2800,0.0,7.9,2.05
2,0,0,1,3,5273,1,3,3,2074,0.0,6.3,2.25
5,1,2,5,9,6268,1,2,1,5814,0.0,6.8,2.11
4,0,1,7,6,5032,1,2,4,4971,1.0,5.3,2.01
4,0,1,2,7,1531,1,3,0,3095,0.0,6.4,2.93
4,0,7,3,9,5196,1,3,3,631,0.0,5.9,2.47
4,0,3,1,0,5152,0,2,1,4444,0.0,7.4,2.52
1,0,6,0,11,34,1,0,3,4765,0.0,7.4,2.78
4,1,3,1,18,108,1,1,3,2886,0.0,6.5,2.36
3,0,6,2,5,2503,0,0,0,6397,0.0,8.4,3.22
2,0,0,6,15,4006,1,2,4,6847,0.0,8.0,2.84
2,1,6,1,1,1470,0,1,0,1470,1.0,6.2,2.1
4,0,6,0,4,5485,0,1,3,2069,0.0,6.4,2.71
0,1,7,1,18,5616,1,2,4,3377,0.0,6.3,2.13
4,0,0,2,1,1061,0,1,0,6843,0.0,7.4,2.91
0,1,2,3,1,682,1,3,0,4789,1.0,6.9,2.02
2,1,4,7,8,2189,0,2,0,6835,0.0,8.1,3.13
5,1,5,2,4,6497,0,1,1,1034,0.0,6.0,2.11
0,0,5,1,15,3596,1,1,1,3983,0.0,6.2,2.68
4,0,7,7,6,916,1,2,0,6597,0.0,7.0,2.38
5,1,2,1,17,1584,1,2,2,4646,0.0,6.3,2.64
1,0,7,1,11,75,0,2,1,2108,1.0,5.7,2.15
0,0,1,4,7,3873,1,2,4,4318,0.0,6.0,2.3
0,0,4,4,13,5800,0,3,0,3416,1.0,6.0,2.02
5,1,4,3,19,4008,0,3,4,620,0.0,5.8,2.96
0,1,2,7,15,6663,1,0,1,87,0.0,7.8,3.27
0,1,0,1,20,4712,1,1,2,705,0.0,4.7,2.34
2,0,6,7,9,3127,0,3,3,3282,0.0,6.5,2.38
4,0,3,5,12,6371,0,2,0,325,0.0,7.7,2.43
4,1,7,0,15,3361,1,0,4,3712,0.0,7.2,2.8
3,0,1,2,14,5605,1,1,2,3728,0.0,6.5,3.13
1,1,7,4,18,6601,1,0,3,5680,0.0,8.4,3.27
5,1,0,2,8,7093,0,3,0,4048,0.0,6.9,2.56
0,1,4,6,7,5025,1,0,2,5069,0.0,6.8,2.01
2,0,1,0,4,7269,0,3,2,2512,0.0,7.2,2.88
3,0,0,3,13,5748,0,1,0,3224,0.0,8.0,3.08
2,0,3,2,7,2595,1,3,4,2813,0.0,8.4,3.37
3,1,4,7,9,4542,1,2,1,5759,0.0,7.6,3.3
3,0,5,0,12,1785,1,1,2,4119,0.0,7.9,2.93
4,0,2,4,6,2494,0,1,1,2088,0.0,7.2,3.11
0,0,2,7,1,7002,1,2,2,5862,1.0,6.8,2.23
5,0,0,7,0,4469,1,1,3,808,1.0,6.6,2.29
5,0,1,4,18,6933,1,0,3,2744,0.0,6.3,2.71
0,1,0,4,5,470,1,1,1,6923,0.0,7.2,3.22
5,1,6,3,1,6268,1,3,1,2428,0.0,7.7,3.01
5,1,6,5,11,6282,0,1,2,4996,0.0,8.2,2.21
4,0,7,7,10,4707,1,2,1,1386,0.0,6.5,2.82
1,0,7,0,16,6838,0,3,2,3020,0.0,6.9,2.66
0,1,7,5,1,3854,0,1,0,962,0.0,6.8,2.44
2,0,3,4,10,162,1,3,1,3282,0.0,6.1,2.22
4,1,5,6,13,990,1,3,3,6474,0.0,6.1,2.4
2,1,6,5,8,6894,1,1,2,6247,0.0,8.4,3.16
0,0,5,6,13,2109,0,0,2,5162,0.0,7.3,3.39
5,1,6,4,2,5459,1,0,1,4406,0.0,7.3,3.19
5,0,1,3,12,743,1,2,3,684,0.0,5.9,2.12
3,0,1,7,1,5211,1,2,3,6457,0.0,7.7,3.23
0,0,5,5,1,3970,1,1,4,1774,0.0,6.5,2.85
1,0,5,3,6,3036,0,3,3,3609,1.0,5.9,2.12
4,0,2,1,1,7497,0,2,2,2952,0.0,7.3,2.51
3,1,6,0,5,1260,0,0,3,938,1.0,6.1,2.15
0,0,4,3,10,451,0,2,4,4678,0.0,6.6,2.53
5,0,3,2,3,7064,0,1,3,2627,0.0,8.0,3.18
3,1,6,1,15,5998,1,0,2,2632,0.0,7.0,3.19
1,1,7,6,10,1481,0,0,2,540,0.0,7.1,3.07
5,1,3,4,7,3128,0,3,2,6006,0.0,7.0,2.28
5,1,4,5,7,1717,0,1,3,2930,0.0,6.5,2.73
3,1,4,1,11,5884,0,2,1,5628,0.0,8.8,3.39
1,0,6,3,9,6717,1,3,1,3604,0.0,6.6,2.58
2,1,7,2,4,2551,1,3,0,5981,0.0,6.4,2.56
5,0,4,3,2,809,0,0,1,2049,0.0,6.7,2.5
3,1,1,6,3,6940,1,0,4,5710,0.0,7.1,2.98
2,1,2,3,0,6104,1,0,1,278,0.0,8.2,3.07
4,0,3,6,16,6794,1,1,0,2719,0.0,6.5,2.63
0,0,2,7,4,4165,1,2,3,2237,0.0,7.9,3.22
1,1,0,4,0,4492,1,3,1,5635,0.0,6.9,2.72
2,0,3,4,5,5988,0,1,0,6958,1.0,6.5,2.16
1,0,1,4,15,456,1,0,0,4677,0.0,7.2,2.58
2,1,0,3,7,2933,1,0,2,5901,0.0,6.3,2.0
0,1,0,3,19,2665,1,1,1,344,0.0,5.9,2.01
3,0,7,6,8,4420,1,1,3,6766,1.0,6.5,2.14
0,1,3,1,13,2005,0,1,4,6725,0.0,8.8,2.81
5,1,7,6,15,4823,1,1,0,6681,0.0,6.4,2.75
2,1,7,1,17,5437,0,3,3,1749,0.0,6.3,2.57
1,1,4,6,20,5063,0,1,1,2230,0.0,5.5,2.06
3,1,3,3,4,851,1,1,1,6662,0.0,8.1,3.36
4,1,4,7,8,3135,1,3,1,2023,0.0,8.4,3.3
5,1,5,6,6,5906,0,3,2,3045,0.0,7.3,2.52
2,0,6,1,20,3175,0,2,0,6796,0.0,7.2,2.96
1,0,5,3,2,6001,1,0,3,1642,0.0,8.3,3.1
1,0,0,4,11,2531,1,0,4,289,0.0,6.2,2.74
2,0,6,0,20,6681,0,0,4,2310,0.0,6.7,2.95
4,1,3,0,12,1896,0,3,2,3329,0.0,8.5,2.32
1,0,7,1,12,5756,0,0,4,4087,0.0,6.0,2.5
3,0,2,3,15,1920,0,2,0,2590,0.0,7.7,2.65
1,0,4,3,6,4497,1,3,0,4268,0.0,8.1,3.3
4,0,5,5,13,5643,1,3,2,2225,0.0,7.6,2.81
5,0,7,5,19,3604,1,1,2,1921,0.0,7.5,3.26
5,0,0,2,16,1579,0,0,2,1254,0.0,8.5,3.34
4,1,2,5,16,88,1,3,1,3229,0.0,6.3,2.27
4,0,7,0,13,1780,1,2,3,4222,0.0,7.3,2.84
3,0,4,1,0,3352,0,0,3,1212,0.0,6.1,2.13
0,0,7,2,2,7070,0,2,0,5512,0.0,6.9,2.73
5,1,7,2,8,4606,0,0,2,1899,0.0,6.7,2.16
5,1,5,3,18,2383,1,2,1,3286,0.0,7.1,3.0
3,0,4,3,9,623,0,0,2,1401,0.0,6.2,2.64
2,1,0,3,9,2311,1,2,3,589,1.0,5.1,2.21
4,0,1,2,16,904,1,1,1,6614,0.0,7.0,2.51
3,0,6,5,6,3260,1,1,2,4396,0.0,6.7,2.45
0,0,5,7,9,3451,1,2,1,5496,0.0,6.9,3.12
0,0,6,5,12,6348,1,0,2,311,0.0,7.7,3.04
1,1,0,7,14,2312,1,1,4,1252,0.0,7.9,2.99
3,1,2,7,1,7112,0,0,3,1872,1.0,8.2,2.23
5,1,2,2,15,6959,0,3,2,4865,0.0,7.4,3.03
4,0,5,1,15,6962,0,1,1,4818,0.0,7.7,2.82
0,1,4,6,3,4697,0,0,3,2061,0.0,6.9,2.5
2,1,0,6,17,5154,1,1,0,4391,0.0,6.3,2.39
0,1,7,5,4,7038,1,0,2,4604,0.0,5.7,2.27
5,0,0,3,13,394,1,2,1,2395,1.0,6.0,2.16
4,0,7,2,6,5846,0,2,0,2165,0.0,8.5,3.2
5,1,0,0,9,4477,1,1,2,3069,0.0,6.8,2.79
1,0,5,3,13,6872,1,0,1,3099,0.0,6.8,2.16
0,0,3,6,8,3829,1,0,4,3282,0.0,6.1,2.11
1,0,1,7,1,565,0,2,0,4294,0.0,5.7,3.04
0,0,6,7,9,6574,0,1,2,3079,0.0,6.3,2.36
4,1,6,7,6,2050,1,1,4,6438,0.0,6.1,2.54
4,1,0,6,1,555,1,2,0,6312,0.0,8.0,3.33
2,1,5,1,19,7420,0,1,1,5310,1.0,5.5,2.07
3,0,1,4,7,7532,1,1,4,1917,0.0,6.6,2.75
5,1,7,7,15,1182,1,1,4,6081,0.0,6.8,2.82
5,1,7,2,0,2799,0,2,2,6902,0.0,7.8,3.04
4,0,0,6,15,2355,0,1,0,1658,0.0,7.6,2.81
1,0,5,4,4,527,0,3,0,4828,0.0,6.9,2.99
4,0,0,7,20,3809,1,0,1,3895,1.0,4.9,2.05
0,0,1,4,17,607,1,2,2,746,0.0,6.0,2.44
2,1,5,5,2,6075,0,1,4,258,1.0,5.8,2.18
4,0,5,5,10,5628,0,3,0,2709,0.0,8.6,3.21
5,1,1,1,14,72,0,1,0,5185,0.0,7.8,2.66
2,0,4,7,7,4992,1,2,3,5458,0.0,7.5,3.23
1,1,6,4,3,5525,1,1,4,6356,0.0,5.5,2.76
1,1,7,4,6,1700,0,0,2,5301,0.0,8.2,3.2
0,1,3,0,2,4193,1,0,1,781,1.0,8.0,2.26
2,0,3,4,11,4574,1,1,0,2660,0.0,6.8,2.53
5,0,7,3,14,4319,1,3,2,1961,0.0,7.2,2.7
4,0,0,0,0,3003,0,0,2,6778,0.0,7.5,2.87
4,1,7,1,12,3615,0,3,0,4191,0.0,5.9,2.8
2,1,3,7,15,815,0,1,1,2307,0.0,8.2,3.38
5,1,6,7,17,688,0,2,4,677,0.0,5.9,2.05
0,0,2,7,11,6738,0,1,3,2252,0.0,6.7,2.95
4,1,3,3,4,160,1,0,3,5529,0.0,8.0,3.29
4,0,7,4,7,3287,1,0,3,4634,0.0,7.9,2.75
2,0,7,6,18,4526,1,3,0,3322,0.0,8.6,2.9
3,1,3,5,10,723,1,1,4,1971,0.0,6.7,2.94
1,1,0,0,18,1622,0,0,0,4980,0.0,6.2,3.36
0,1,7,1,16,884,1,1,0,1654,0.0,7.1,2.99
3,0,1,1,4,7472,1,3,4,3940,0.0,7.0,3.08
4,1,5,6,17,1074,0,3,1,4919,0.0,6.0,2.93
3,0,3,4,12,7525,0,2,4,95,0.0,7.2,3.15
0,1,7,6,4,5126,0,3,3,3129,0.0,6.7,2.66
3,0,5,7,20,1107,1,3,4,2801,0.0,6.7,2.36
0,0,5,7,3,488,0,0,0,2723,0.0,8.3,3.17
0,0,5,5,18,966,1,2,2,1888,0.0,7.9,2.72
5,1,1,2,12,1856,1,0,1,3680,0.0,7.5,3.1
0,0,2,2,10,2605,0,0,0,3589,0.0,6.9,2.3
2,0,7,4,7,959,1,3,2,4680,0.0,8.6,3.25
0,1,1,0,4,2520,0,1,3,5760,0.0,7.8,3.2
2,1,5,1,2,5372,0,0,3,59,1.0,6.8,2.08
5,0,5,0,7,1643,0,0,2,3600,0.0,6.7,2.95
5,0,3,6,17,3913,1,0,0,5841,0.0,7.6,3.21
1,1,7,0,9,4888,0,1,0,897,0.0,7.0,2.31
3,1,2,7,7,4921,0,0,1,2969,0.0,7.4,3.13
3,1,3,4,17,7417,0,2,0,5135,0.0,7.5,2.9
5,1,7,4,15,3611,0,0,3,1270,0.0,8.0,2.83
4,0,5,6,12,3310,1,2,3,4553,0.0,6.4,2.27
3,1,2,7,7,7575,0,0,2,4580,0.0,5.9,2.76
1,1,7,0,5,1100,1,3,3,2248,0.0,4.6,2.34
0,1,3,4,7,6238,0,1,0,2639,0.0,7.7,2.2
1,1,2,6,16,1910,0,2,2,653,0.0,5.6,2.1
3,1,0,4,1,244,0,0,1,1427,0.0,5.5,2.18
5,1,3,3,1,5327,1,3,2,2209,0.0,7.3,3.09
1,0,6,2,8,1710,0,3,1,6646,0.0,6.2,2.01
0,0,2,7,20,2012,1,3,3,5231,0.0,7.0,2.16
3,1,1,1,7,4397,0,2,4,6005,0.0,7.2,2.5
4,0,7,1,9,4954,0,3,4,6053,1.0,6.1,2.08
3,0,1,2,19,4597,1,3,1,2848,0.0,6.8,2.04
5,1,4,7,19,3986,1,2,3,1083,1.0,6.6,2.01
1,0,0,6,13,4273,0,0,0,5843,0.0,6.8,2.02
1,0,1,1,13,2672,0,0,1,2161,0.0,7.3,2.65
4,1,6,5,20,4754,1,0,2,4376,0.0,7.3,2.56
0,1,2,7,19,3378,0,1,3,1551,0.0,7.4,2.55
3,1,1,0,19,6254,0,3,1,2023,0.0,7.6,3.15
0,1,3,3,7,4113,0,2,2,5544,0.0,6.9,2.59
4,1,1,0,0,583,1,1,3,3685,0.0,7.2,3.08
4,0,4,7,2,1714,1,2,4,3382,0.0,7.0,2.9
1,1,6,7,10,5034,1,2,4,1781,0.0,6.9,2.45
0,1,6,1,0,4699,1,2,1,6110,0.0,7.8,3.23
4,1,4,4,1,6265,0,1,4,1091,0.0,7.6,3.19
1,1,0,4,17,6949,0,2,1,535,0.0,6.7,2.44
4,1,4,4,2,7116,0,2,0,317,0.0,5.8,2.01
4,1,4,7,15,1180,0,1,3,2679,1.0,7.0,2.26
3,1,6,5,16,4882,0,2,3,3676,1.0,7.0,2.13
3,1,2,6,14,2669,1,2,4,4882,1.0,6.0,2.23
2,0,2,2,6,4454,0,1,2,5107,0.0,6.0,2.51
2,1,1,5,6,974,1,0,2,3791,0.0,6.9,3.0
0,1,6,5,0,2400,0,1,0,1452,0.0,7.5,2.54
2,1,2,7,19,1879,0,0,4,5989,0.0,7.3,2.77
3,1,2,6,10,4132,0,2,1,6373,0.0,7.1,3.16
3,0,2,5,5,4025,1,2,3,6137,0.0,7.5,2.74
0,0,1,2,19,5612,0,1,3,3486,1.0,6.9,2.08
5,0,3,2,2,4334,1,3,2,317,0.0,6.7,2.06
1,1,1,2,15,1022,1,2,4,1567,0.0,8.1,2.97
2,1,5,5,8,4327,1,3,3,5712,0.0,7.4,2.63
2,0,7,3,8,3570,1,1,3,3018,0.0,7.4,2.59
4,1,5,3,12,989,0,2,0,3546,1.0,6.2,2.04
3,1,5,0,8,430,0,0,3,4245,1.0,5.8,2.19
2,0,6,6,1,2639,0,3,2,1395,0.0,7.4,3.22
2,0,7,5,2,2872,0,1,1,6478,1.0,5.9,2.2
3,1,2,6,3,6521,0,0,0,5500,0.0,7.4,2.44
0,1,4,7,0,1891,1,1,2,6503,0.0,7.6,2.74
3,1,2,6,14,992,1,0,3,5290,0.0,9.0,2.89
5,1,7,3,5,3388,0,0,4,6263,0.0,8.0,3.25
5,1,3,0,3,6709,0,3,1,3017,0.0,9.0,3.38
0,1,2,0,19,2092,0,3,0,1379,0.0,7.0,3.21
2,1,5,0,11,4957,0,3,2,1785,0.0,7.2,2.87
3,1,1,5,9,5755,0,0,0,3586,0.0,6.6,2.75
5,1,0,5,8,1127,0,3,1,1675,0.0,5.6,2.18
3,1,1,7,12,6209,1,2,1,2283,1.0,6.6,2.18
2,0,2,6,5,2517,0,1,3,2761,1.0,7.1,2.22
1,1,0,2,9,5297,0,2,1,2159,1.0,6.8,2.14
1,1,4,4,18,6764,1,0,2,2023,1.0,5.7,2.17
2,0,5,3,15,2228,1,1,3,5583,0.0,7.0,2.39
3,1,7,7,2,6569,1,0,3,2051,0.0,7.9,3.18
1,1,5,3,15,7081,0,2,3,3436,0.0,7.0,3.17
5,1,5,0,2,70,1,0,0,5616,0.0,6.2,2.4
4,0,0,5,9,2777,0,2,0,2097,0.0,7.4,2.59
2,0,0,2,6,6955,0,0,3,2705,0.0,7.4,2.54
4,0,3,3,7,2693,0,0,4,2923,0.0,6.7,2.51
5,1,6,5,7,3790,0,3,4,3583,0.0,7.0,2.79
2,0,6,1,18,2235,0,3,1,2447,0.0,6.4,2.53
2,0,2,1,6,576,0,2,4,2441,0.0,6.0,2.02
4,1,3,7,18,3513,1,1,2,1351,0.0,7.4,3.14
2,0,4,6,19,6855,1,3,1,646,0.0,6.8,2.57
1,1,6,3,16,4983,1,3,0,4712,0.0,8.0,3.2
3,0,4,1,17,4400,0,1,3,855,0.0,8.2,3.15
2,0,5,3,11,1699,1,1,0,2041,0.0,8.1,2.95
5,0,6,2,3,2226,0,2,2,1428,1.0,5.3,2.25
2,0,0,1,12,3072,0,2,4,3750,0.0,6.2,2.78
0,0,6,5,16,1894,1,3,2,4906,0.0,7.5,3.12
1,0,2,0,12,6589,1,1,0,2752,0.0,7.3,2.44
1,1,3,0,1,6173,1,1,1,6190,0.0,7.2,3.33
0,0,5,5,15,3571,1,1,4,1093,0.0,9.0,3.2
4,0,3,0,5,5142,0,3,4,2494,0.0,7.6,2.79
1,1,3,6,8,3906,0,0,4,619,0.0,6.2,2.47
3,0,3,0,14,3715,0,2,0,3584,0.0,6.5,2.36
5,0,5,1,18,4007,0,0,3,1609,0.0,8.6,3.17
4,0,5,3,5,1619,1,2,0,3464,1.0,5.7,2.08
1,0,4,5,14,6374,0,0,2,5736,0.0,7.9,2.63
3,1,6,3,13,2730,1,0,3,5307,0.0,6.7,2.83
2,0,1,1,8,3005,1,3,4,1721,0.0,9.0,2.93
3,0,6,7,6,3094,0,0,3,1864,0.0,8.3,3.04
5,1,3,4,14,2951,0,0,1,6225,0.0,6.3,2.67
3,0,7,7,11,5492,0,1,3,3603,0.0,6.4,2.45
0,1,3,0,3,778,0,1,0,2211,0.0,7.9,2.23
2,1,4,1,5,5805,0,0,2,3372,0.0,7.5,3.33
2,1,6,7,2,5923,1,2,0,5548,0.0,6.5,2.31
5,1,2,2,2,1563,0,3,1,6249,0.0,6.9,2.62
4,1,6,5,18,3049,0,0,3,2460,0.0,8.4,3.19
2,1,1,7,13,1835,0,2,4,2275,0.0,7.1,2.61
4,0,6,2,10,3206,0,3,1,4551,0.0,8.5,3.27
4,0,1,1,20,172,0,2,4,4762,0.0,8.4,2.65
1,0,4,3,13,508,0,0,2,5224,0.0,8.7,2.9
0,0,7,7,10,485,1,2,3,5520,0.0,6.3,2.89
3,0,5,5,7,2563,0,0,4,4482,0.0,6.7,2.31
0,1,1,7,7,2853,0,1,3,4702,0.0,6.8,2.8
2,1,4,5,1,2361,0,0,2,5746,0.0,7.4,3.22
1,1,3,6,16,993,1,3,2,5847,0.0,7.7,3.06
1,0,5,0,13,114,0,0,1,5916,0.0,6.3,2.54
1,0,7,6,8,7217,0,2,2,5620,0.0,7.3,2.35
5,1,0,4,14,4595,0,1,1,4397,0.0,7.8,3.26
0,0,0,2,19,4459,0,0,3,1258,0.0,8.5,3.41
5,0,0,2,17,1828,1,3,2,2280,0.0,5.8,2.26
3,0,7,5,12,5425,1,1,3,3901,0.0,6.0,2.42
0,0,5,6,11,324,0,3,0,6820,0.0,6.1,2.36
4,1,1,2,18,264,0,0,2,2897,0.0,6.8,2.89
3,1,7,2,6,7072,0,0,2,5881,0.0,8.0,2.89
0,1,3,6,0,3901,0,0,2,3442,0.0,5.7,2.17
0,0,0,2,14,2069,1,0,4,5253,0.0,7.2,2.32
4,0,2,5,4,7336,1,3,2,832,0.0,7.2,2.43
1,0,7,2,9,2597,0,2,0,1534,0.0,6.3,2.3
0,0,3,3,2,1427,1,1,2,193,0.0,7.3,2.72
5,0,4,1,12,1520,0,3,3,6742,0.0,7.2,3.12
1,0,6,0,1,4834,0,1,0,3293,0.0,8.2,3.09
2,0,7,3,6,6602,0,3,1,2863,0.0,8.5,3.29
0,1,3,0,9,4058,1,2,1,454,0.0,7.2,2.3
5,1,1,3,0,2662,0,1,0,407,0.0,9.0,3.21
